time_step, score
0, 0.11538461538461539
1, 0.11538461538461539
2, 0.11538461538461539
3, 0.11538461538461539
4, 0.11538461538461539
5, 0.11538461538461539
6, 0.11538461538461539
7, 0.11538461538461539
8, 0.11538461538461539
9, 0.11538461538461539
10, 0.11538461538461539
11, 0.11538461538461539
12, 0.11538461538461539
13, 0.11538461538461539
14, 0.11538461538461539
15, 0.11538461538461539
16, 0.11538461538461539
17, 0.11538461538461539
18, 0.11538461538461539
19, 0.11538461538461539
20, 0.11538461538461539
21, 0.11538461538461539
22, 0.11538461538461539
23, 0.11538461538461539
24, 0.11538461538461539
25, 0.11538461538461539
