time_step, score
0, 0.7619047619047619
1, 0.7619047619047619
2, 0.7619047619047619
3, 0.7619047619047619
4, 0.7619047619047619
5, 0.7619047619047619
6, 0.7619047619047619
7, 0.7619047619047619
8, 0.7619047619047619
9, 0.7619047619047619
10, 0.7619047619047619
11, 0.7619047619047619
12, 0.7619047619047619
13, 0.7619047619047619
14, 0.7619047619047619
15, 0.7619047619047619
16, 0.7619047619047619
17, 0.7619047619047619
18, 0.7619047619047619
19, 0.7619047619047619
20, 0.7619047619047619
21, 0.7619047619047619
22, 0.7619047619047619
23, 0.7619047619047619
24, 0.7619047619047619
25, 0.7619047619047619
